a,b,c,d,stairsum,len
34,7,18,23,78,4.875
34,7,19,22,78,5.2
34,7,20,21,78,5.5714285714
34,7,21,20,78,6
34,7,22,19,78,6.5
34,7,23,18,78,7.0909090909
34,7,24,17,78,7.8
34,7,25,16,78,8.6666666667
34,7,26,15,78,9.75
34,7,27,14,78,11.1428571429
34,7,28,13,78,13
34,7,29,12,78,15.6
34,7,30,11,78,19.5
34,7,31,10,78,26
34,7,32,9,78,39
34,7,33,8,78,78
35,6,2,39,78,2.3636363636
35,6,3,38,78,2.4375
35,6,4,37,78,2.5161290323
35,6,5,36,78,2.6
35,6,6,35,78,2.6896551724
35,6,7,34,78,2.7857142857
35,6,8,33,78,2.8888888889
35,6,9,32,78,3
35,6,10,31,78,3.12
35,6,11,30,78,3.25
35,6,12,29,78,3.3913043478
35,6,13,28,78,3.5454545455
35,6,14,27,78,3.7142857143
35,6,15,26,78,3.9
35,6,16,25,78,4.1052631579
35,6,17,24,78,4.3333333333
35,6,18,23,78,4.5882352941
35,6,19,22,78,4.875
35,6,20,21,78,5.2
35,6,21,20,78,5.5714285714
35,6,22,19,78,6
35,6,23,18,78,6.5
35,6,24,17,78,7.0909090909
35,6,25,16,78,7.8
35,6,26,15,78,8.6666666667
35,6,27,14,78,9.75
35,6,28,13,78,11.1428571429
35,6,29,12,78,13
35,6,30,11,78,15.6
35,6,31,10,78,19.5
35,6,32,9,78,26
35,6,33,8,78,39
35,6,34,7,78,78
36,5,2,39,78,2.2941176471
36,5,3,38,78,2.3636363636
36,5,4,37,78,2.4375
36,5,5,36,78,2.5161290323
36,5,6,35,78,2.6
36,5,7,34,78,2.6896551724
36,5,8,33,78,2.7857142857
36,5,9,32,78,2.8888888889
36,5,10,31,78,3
36,5,11,30,78,3.12
36,5,12,29,78,3.25
36,5,13,28,78,3.3913043478
36,5,14,27,78,3.5454545455
36,5,15,26,78,3.7142857143
36,5,16,25,78,3.9
36,5,17,24,78,4.1052631579
36,5,18,23,78,4.3333333333
36,5,19,22,78,4.5882352941
36,5,20,21,78,4.875
36,5,21,20,78,5.2
36,5,22,19,78,5.5714285714
36,5,23,18,78,6
36,5,24,17,78,6.5
36,5,25,16,78,7.0909090909
36,5,26,15,78,7.8
36,5,27,14,78,8.6666666667
36,5,28,13,78,9.75
36,5,29,12,78,11.1428571429
36,5,30,11,78,13
36,5,31,10,78,15.6
36,5,32,9,78,19.5
36,5,33,8,78,26
36,5,34,7,78,39
36,5,35,6,78,78
37,4,2,39,78,2.2285714286
37,4,3,38,78,2.2941176471
37,4,4,37,78,2.3636363636
37,4,5,36,78,2.4375
37,4,6,35,78,2.5161290323
37,4,7,34,78,2.6
37,4,8,33,78,2.6896551724
37,4,9,32,78,2.7857142857
37,4,10,31,78,2.8888888889
37,4,11,30,78,3
37,4,12,29,78,3.12
37,4,13,28,78,3.25
37,4,14,27,78,3.3913043478
37,4,15,26,78,3.5454545455
37,4,16,25,78,3.7142857143
37,4,17,24,78,3.9
37,4,18,23,78,4.1052631579
37,4,19,22,78,4.3333333333
37,4,20,21,78,4.5882352941
37,4,21,20,78,4.875
37,4,22,19,78,5.2
37,4,23,18,78,5.5714285714
37,4,24,17,78,6
37,4,25,16,78,6.5
37,4,26,15,78,7.0909090909
37,4,27,14,78,7.8
37,4,28,13,78,8.6666666667
37,4,29,12,78,9.75
37,4,30,11,78,11.1428571429
37,4,31,10,78,13
37,4,32,9,78,15.6
37,4,33,8,78,19.5
37,4,34,7,78,26
37,4,35,6,78,39
37,4,36,5,78,78
38,3,2,39,78,2.1666666667
38,3,3,38,78,2.2285714286
38,3,4,37,78,2.2941176471
38,3,5,36,78,2.3636363636
38,3,6,35,78,2.4375
38,3,7,34,78,2.5161290323
38,3,8,33,78,2.6
38,3,9,32,78,2.6896551724
38,3,10,31,78,2.7857142857
38,3,11,30,78,2.8888888889
38,3,12,29,78,3
38,3,13,28,78,3.12
38,3,14,27,78,3.25
38,3,15,26,78,3.3913043478
38,3,16,25,78,3.5454545455
38,3,17,24,78,3.7142857143
38,3,18,23,78,3.9
38,3,19,22,78,4.1052631579
38,3,20,21,78,4.3333333333
38,3,21,20,78,4.5882352941
38,3,22,19,78,4.875
38,3,23,18,78,5.2
38,3,24,17,78,5.5714285714
38,3,25,16,78,6
38,3,26,15,78,6.5
38,3,27,14,78,7.0909090909
38,3,28,13,78,7.8
38,3,29,12,78,8.6666666667
38,3,30,11,78,9.75
38,3,31,10,78,11.1428571429
38,3,32,9,78,13
38,3,33,8,78,15.6
38,3,34,7,78,19.5
38,3,35,6,78,26
38,3,36,5,78,39
38,3,37,4,78,78
39,2,2,39,78,2.1081081081
39,2,3,38,78,2.1666666667
39,2,4,37,78,2.2285714286
39,2,5,36,78,2.2941176471
39,2,6,35,78,2.3636363636
39,2,7,34,78,2.4375
39,2,8,33,78,2.5161290323
39,2,9,32,78,2.6
39,2,10,31,78,2.6896551724
39,2,11,30,78,2.7857142857
39,2,12,29,78,2.8888888889
39,2,13,28,78,3
39,2,14,27,78,3.12
39,2,15,26,78,3.25
39,2,16,25,78,3.3913043478
39,2,17,24,78,3.5454545455
39,2,18,23,78,3.7142857143
39,2,19,22,78,3.9
39,2,20,21,78,4.1052631579
39,2,21,20,78,4.3333333333
39,2,22,19,78,4.5882352941
39,2,23,18,78,4.875
39,2,24,17,78,5.2
39,2,25,16,78,5.5714285714
39,2,26,15,78,6
39,2,27,14,78,6.5
39,2,28,13,78,7.0909090909
39,2,29,12,78,7.8
39,2,30,11,78,8.6666666667
39,2,31,10,78,9.75
39,2,32,9,78,11.1428571429
39,2,33,8,78,13
39,2,34,7,78,15.6
39,2,35,6,78,19.5
39,2,36,5,78,26
39,2,37,4,78,39
39,2,38,3,78,78
3,39,2,40,80,80
4,38,2,40,80,40
4,38,3,39,80,80
5,37,2,40,80,26.6666666667
5,37,3,39,80,40
5,37,4,38,80,80
6,36,2,40,80,20
6,36,3,39,80,26.6666666667
6,36,4,38,80,40
6,36,5,37,80,80
7,35,2,40,80,16
7,35,3,39,80,20
7,35,4,38,80,26.6666666667
7,35,5,37,80,40
7,35,6,36,80,80
8,34,2,40,80,13.3333333333
8,34,3,39,80,16
8,34,4,38,80,20
8,34,5,37,80,26.6666666667
8,34,6,36,80,40
8,34,7,35,80,80
9,33,2,40,80,11.4285714286
9,33,3,39,80,13.3333333333
9,33,4,38,80,16
9,33,5,37,80,20
9,33,6,36,80,26.6666666667
9,33,7,35,80,40
9,33,8,34,80,80
10,32,2,40,80,10
10,32,3,39,80,11.4285714286
10,32,4,38,80,13.3333333333
10,32,5,37,80,16
10,32,6,36,80,20
10,32,7,35,80,26.6666666667
10,32,8,34,80,40
10,32,9,33,80,80
11,31,2,40,80,8.8888888889
11,31,3,39,80,10
11,31,4,38,80,11.4285714286
11,31,5,37,80,13.3333333333
11,31,6,36,80,16
11,31,7,35,80,20
11,31,8,34,80,26.6666666667
11,31,9,33,80,40
11,31,10,32,80,80
12,30,2,40,80,8
12,30,3,39,80,8.8888888889
12,30,4,38,80,10
12,30,5,37,80,11.4285714286
12,30,6,36,80,13.3333333333
12,30,7,35,80,16
12,30,8,34,80,20
12,30,9,33,80,26.6666666667
12,30,10,32,80,40
12,30,11,31,80,80
13,29,2,40,80,7.2727272727
13,29,3,39,80,8
13,29,4,38,80,8.8888888889
13,29,5,37,80,10
13,29,6,36,80,11.4285714286
13,29,7,35,80,13.3333333333
13,29,8,34,80,16
13,29,9,33,80,20
13,29,10,32,80,26.6666666667
13,29,11,31,80,40
13,29,12,30,80,80
14,28,2,40,80,6.6666666667
14,28,3,39,80,7.2727272727
14,28,4,38,80,8
14,28,5,37,80,8.8888888889
14,28,6,36,80,10
14,28,7,35,80,11.4285714286
14,28,8,34,80,13.3333333333
14,28,9,33,80,16
14,28,10,32,80,20
14,28,11,31,80,26.6666666667
14,28,12,30,80,40
14,28,13,29,80,80
15,27,2,40,80,6.1538461538
15,27,3,39,80,6.6666666667
15,27,4,38,80,7.2727272727
15,27,5,37,80,8
15,27,6,36,80,8.8888888889
15,27,7,35,80,10
15,27,8,34,80,11.4285714286
15,27,9,33,80,13.3333333333
15,27,10,32,80,16
15,27,11,31,80,20
15,27,12,30,80,26.6666666667
15,27,13,29,80,40
15,27,14,28,80,80
16,26,2,40,80,5.7142857143
16,26,3,39,80,6.1538461538
16,26,4,38,80,6.6666666667
16,26,5,37,80,7.2727272727
16,26,6,36,80,8
16,26,7,35,80,8.8888888889
16,26,8,34,80,10
16,26,9,33,80,11.4285714286
16,26,10,32,80,13.3333333333
16,26,11,31,80,16
16,26,12,30,80,20
16,26,13,29,80,26.6666666667
16,26,14,28,80,40
16,26,15,27,80,80
17,25,2,40,80,5.3333333333
17,25,3,39,80,5.7142857143
17,25,4,38,80,6.1538461538
17,25,5,37,80,6.6666666667
17,25,6,36,80,7.2727272727
17,25,7,35,80,8
17,25,8,34,80,8.8888888889
17,25,9,33,80,10
17,25,10,32,80,11.4285714286
17,25,11,31,80,13.3333333333
17,25,12,30,80,16
17,25,13,29,80,20
17,25,14,28,80,26.6666666667
17,25,15,27,80,40
17,25,16,26,80,80
18,24,2,40,80,5
18,24,3,39,80,5.3333333333
18,24,4,38,80,5.7142857143
18,24,5,37,80,6.1538461538
18,24,6,36,80,6.6666666667
18,24,7,35,80,7.2727272727
18,24,8,34,80,8
18,24,9,33,80,8.8888888889
18,24,10,32,80,10
18,24,11,31,80,11.4285714286
18,24,12,30,80,13.3333333333
18,24,13,29,80,16
18,24,14,28,80,20
18,24,15,27,80,26.6666666667
18,24,16,26,80,40
18,24,17,25,80,80
19,23,2,40,80,4.7058823529
19,23,3,39,80,5
19,23,4,38,80,5.3333333333
19,23,5,37,80,5.7142857143
19,23,6,36,80,6.1538461538
19,23,7,35,80,6.6666666667
19,23,8,34,80,7.2727272727
19,23,9,33,80,8
19,23,10,32,80,8.8888888889
19,23,11,31,80,10
19,23,12,30,80,11.4285714286
19,23,13,29,80,13.3333333333
19,23,14,28,80,16
19,23,15,27,80,20
19,23,16,26,80,26.6666666667
19,23,17,25,80,40
19,23,18,24,80,80
20,22,2,40,80,4.4444444444
20,22,3,39,80,4.7058823529
20,22,4,38,80,5
20,22,5,37,80,5.3333333333
20,22,6,36,80,5.7142857143
20,22,7,35,80,6.1538461538
20,22,8,34,80,6.6666666667
20,22,9,33,80,7.2727272727
20,22,10,32,80,8
20,22,11,31,80,8.8888888889
20,22,12,30,80,10
20,22,13,29,80,11.4285714286
20,22,14,28,80,13.3333333333
20,22,15,27,80,16
20,22,16,26,80,20
20,22,17,25,80,26.6666666667
20,22,18,24,80,40
20,22,19,23,80,80
21,21,2,40,80,4.2105263158
21,21,3,39,80,4.4444444444
21,21,4,38,80,4.7058823529
21,21,5,37,80,5
21,21,6,36,80,5.3333333333
21,21,7,35,80,5.7142857143
21,21,8,34,80,6.1538461538
21,21,9,33,80,6.6666666667
21,21,10,32,80,7.2727272727
21,21,11,31,80,8
21,21,12,30,80,8.8888888889
21,21,13,29,80,10
21,21,14,28,80,11.4285714286
21,21,15,27,80,13.3333333333
21,21,16,26,80,16
21,21,17,25,80,20
21,21,18,24,80,26.6666666667
21,21,19,23,80,40
21,21,20,22,80,80
22,20,2,40,80,4
22,20,3,39,80,4.2105263158
22,20,4,38,80,4.4444444444
22,20,5,37,80,4.7058823529
22,20,6,36,80,5
22,20,7,35,80,5.3333333333
22,20,8,34,80,5.7142857143
22,20,9,33,80,6.1538461538
22,20,10,32,80,6.6666666667
22,20,11,31,80,7.2727272727
22,20,12,30,80,8
22,20,13,29,80,8.8888888889
22,20,14,28,80,10
22,20,15,27,80,11.4285714286
22,20,16,26,80,13.3333333333
22,20,17,25,80,16
22,20,18,24,80,20
22,20,19,23,80,26.6666666667
22,20,20,22,80,40
22,20,21,21,80,80
23,19,2,40,80,3.8095238095
23,19,3,39,80,4
23,19,4,38,80,4.2105263158
23,19,5,37,80,4.4444444444
23,19,6,36,80,4.7058823529
23,19,7,35,80,5
23,19,8,34,80,5.3333333333
23,19,9,33,80,5.7142857143
23,19,10,32,80,6.1538461538
23,19,11,31,80,6.6666666667
23,19,12,30,80,7.2727272727
23,19,13,29,80,8
23,19,14,28,80,8.8888888889
23,19,15,27,80,10
23,19,16,26,80,11.4285714286
23,19,17,25,80,13.3333333333
23,19,18,24,80,16
23,19,19,23,80,20
23,19,20,22,80,26.6666666667
23,19,21,21,80,40
23,19,22,20,80,80
24,18,2,40,80,3.6363636364
24,18,3,39,80,3.8095238095
24,18,4,38,80,4
24,18,5,37,80,4.2105263158
24,18,6,36,80,4.4444444444
24,18,7,35,80,4.7058823529
24,18,8,34,80,5
24,18,9,33,80,5.3333333333
24,18,10,32,80,5.7142857143
24,18,11,31,80,6.1538461538
24,18,12,30,80,6.6666666667
24,18,13,29,80,7.2727272727
24,18,14,28,80,8
24,18,15,27,80,8.8888888889
24,18,16,26,80,10
24,18,17,25,80,11.4285714286
24,18,18,24,80,13.3333333333
24,18,19,23,80,16
24,18,20,22,80,20
24,18,21,21,80,26.6666666667
24,18,22,20,80,40
24,18,23,19,80,80
25,17,2,40,80,3.4782608696
25,17,3,39,80,3.6363636364
25,17,4,38,80,3.8095238095
25,17,5,37,80,4
25,17,6,36,80,4.2105263158
25,17,7,35,80,4.4444444444
25,17,8,34,80,4.7058823529
25,17,9,33,80,5
25,17,10,32,80,5.3333333333
25,17,11,31,80,5.7142857143
25,17,12,30,80,6.1538461538
25,17,13,29,80,6.6666666667
25,17,14,28,80,7.2727272727
25,17,15,27,80,8
25,17,16,26,80,8.8888888889
25,17,17,25,80,10
25,17,18,24,80,11.4285714286
25,17,19,23,80,13.3333333333
25,17,20,22,80,16
25,17,21,21,80,20
25,17,22,20,80,26.6666666667
25,17,23,19,80,40
25,17,24,18,80,80
26,16,2,40,80,3.3333333333
26,16,3,39,80,3.4782608696
26,16,4,38,80,3.6363636364
26,16,5,37,80,3.8095238095
26,16,6,36,80,4
26,16,7,35,80,4.2105263158
26,16,8,34,80,4.4444444444
26,16,9,33,80,4.7058823529
26,16,10,32,80,5
26,16,11,31,80,5.3333333333
26,16,12,30,80,5.7142857143
26,16,13,29,80,6.1538461538
26,16,14,28,80,6.6666666667
26,16,15,27,80,7.2727272727
26,16,16,26,80,8
26,16,17,25,80,8.8888888889
26,16,18,24,80,10
26,16,19,23,80,11.4285714286
26,16,20,22,80,13.3333333333
26,16,21,21,80,16
26,16,22,20,80,20
26,16,23,19,80,26.6666666667
26,16,24,18,80,40
26,16,25,17,80,80
27,15,2,40,80,3.2
27,15,3,39,80,3.3333333333
27,15,4,38,80,3.4782608696
27,15,5,37,80,3.6363636364
27,15,6,36,80,3.8095238095
27,15,7,35,80,4
27,15,8,34,80,4.2105263158
27,15,9,33,80,4.4444444444
27,15,10,32,80,4.7058823529
27,15,11,31,80,5
27,15,12,30,80,5.3333333333
27,15,13,29,80,5.7142857143
27,15,14,28,80,6.1538461538
27,15,15,27,80,6.6666666667
27,15,16,26,80,7.2727272727
27,15,17,25,80,8
27,15,18,24,80,8.8888888889
27,15,19,23,80,10
27,15,20,22,80,11.4285714286
27,15,21,21,80,13.3333333333
27,15,22,20,80,16
27,15,23,19,80,20
27,15,24,18,80,26.6666666667
27,15,25,17,80,40
27,15,26,16,80,80
28,14,2,40,80,3.0769230769
28,14,3,39,80,3.2
28,14,4,38,80,3.3333333333
28,14,5,37,80,3.4782608696
28,14,6,36,80,3.6363636364
28,14,7,35,80,3.8095238095
28,14,8,34,80,4
28,14,9,33,80,4.2105263158
28,14,10,32,80,4.4444444444
28,14,11,31,80,4.7058823529
28,14,12,30,80,5
28,14,13,29,80,5.3333333333
28,14,14,28,80,5.7142857143
28,14,15,27,80,6.1538461538
28,14,16,26,80,6.6666666667
28,14,17,25,80,7.2727272727
28,14,18,24,80,8
28,14,19,23,80,8.8888888889
28,14,20,22,80,10
28,14,21,21,80,11.4285714286
28,14,22,20,80,13.3333333333
28,14,23,19,80,16
28,14,24,18,80,20
28,14,25,17,80,26.6666666667
28,14,26,16,80,40
28,14,27,15,80,80
29,13,2,40,80,2.962962963
29,13,3,39,80,3.0769230769
29,13,4,38,80,3.2
29,13,5,37,80,3.3333333333
29,13,6,36,80,3.4782608696
29,13,7,35,80,3.6363636364
29,13,8,34,80,3.8095238095
29,13,9,33,80,4
29,13,10,32,80,4.2105263158
29,13,11,31,80,4.4444444444
29,13,12,30,80,4.7058823529
29,13,13,29,80,5
29,13,14,28,80,5.3333333333
29,13,15,27,80,5.7142857143
29,13,16,26,80,6.1538461538
29,13,17,25,80,6.6666666667
29,13,18,24,80,7.2727272727
29,13,19,23,80,8
29,13,20,22,80,8.8888888889
29,13,21,21,80,10
29,13,22,20,80,11.4285714286
29,13,23,19,80,13.3333333333
29,13,24,18,80,16
29,13,25,17,80,20
29,13,26,16,80,26.6666666667
29,13,27,15,80,40
29,13,28,14,80,80
30,12,2,40,80,2.8571428571
30,12,3,39,80,2.962962963
30,12,4,38,80,3.0769230769
30,12,5,37,80,3.2
30,12,6,36,80,3.3333333333
30,12,7,35,80,3.4782608696
30,12,8,34,80,3.6363636364
30,12,9,33,80,3.8095238095
30,12,10,32,80,4
30,12,11,31,80,4.2105263158
30,12,12,30,80,4.4444444444
30,12,13,29,80,4.7058823529
30,12,14,28,80,5
30,12,15,27,80,5.3333333333
30,12,16,26,80,5.7142857143
30,12,17,25,80,6.1538461538
30,12,18,24,80,6.6666666667
30,12,19,23,80,7.2727272727
30,12,20,22,80,8
30,12,21,21,80,8.8888888889
30,12,22,20,80,10
30,12,23,19,80,11.4285714286
30,12,24,18,80,13.3333333333
30,12,25,17,80,16
30,12,26,16,80,20
30,12,27,15,80,26.6666666667
30,12,28,14,80,40
30,12,29,13,80,80
31,11,2,40,80,2.7586206897
31,11,3,39,80,2.8571428571
31,11,4,38,80,2.962962963
31,11,5,37,80,3.0769230769
31,11,6,36,80,3.2
31,11,7,35,80,3.3333333333
31,11,8,34,80,3.4782608696
31,11,9,33,80,3.6363636364
31,11,10,32,80,3.8095238095
31,11,11,31,80,4
31,11,12,30,80,4.2105263158
31,11,13,29,80,4.4444444444
31,11,14,28,80,4.7058823529
31,11,15,27,80,5
31,11,16,26,80,5.3333333333
31,11,17,25,80,5.7142857143
31,11,18,24,80,6.1538461538
31,11,19,23,80,6.6666666667
31,11,20,22,80,7.2727272727
31,11,21,21,80,8
31,11,22,20,80,8.8888888889
31,11,23,19,80,10
31,11,24,18,80,11.4285714286
31,11,25,17,80,13.3333333333
31,11,26,16,80,16
31,11,27,15,80,20
31,11,28,14,80,26.6666666667
31,11,29,13,80,40
31,11,30,12,80,80
32,10,2,40,80,2.6666666667
32,10,3,39,80,2.7586206897
32,10,4,38,80,2.8571428571
32,10,5,37,80,2.962962963
32,10,6,36,80,3.0769230769
32,10,7,35,80,3.2
32,10,8,34,80,3.3333333333
32,10,9,33,80,3.4782608696
32,10,10,32,80,3.6363636364
32,10,11,31,80,3.8095238095
32,10,12,30,80,4
32,10,13,29,80,4.2105263158
32,10,14,28,80,4.4444444444
32,10,15,27,80,4.7058823529
32,10,16,26,80,5
32,10,17,25,80,5.3333333333
32,10,18,24,80,5.7142857143
32,10,19,23,80,6.1538461538
32,10,20,22,80,6.6666666667
32,10,21,21,80,7.2727272727
32,10,22,20,80,8
32,10,23,19,80,8.8888888889
32,10,24,18,80,10
32,10,25,17,80,11.4285714286
32,10,26,16,80,13.3333333333
32,10,27,15,80,16
32,10,28,14,80,20
32,10,29,13,80,26.6666666667
32,10,30,12,80,40
32,10,31,11,80,80
33,9,2,40,80,2.5806451613
33,9,3,39,80,2.6666666667
33,9,4,38,80,2.7586206897
33,9,5,37,80,2.8571428571
33,9,6,36,80,2.962962963
33,9,7,35,80,3.0769230769
33,9,8,34,80,3.2
33,9,9,33,80,3.3333333333
33,9,10,32,80,3.4782608696
33,9,11,31,80,3.6363636364
33,9,12,30,80,3.8095238095
33,9,13,29,80,4
33,9,14,28,80,4.2105263158
33,9,15,27,80,4.4444444444
33,9,16,26,80,4.7058823529
33,9,17,25,80,5
33,9,18,24,80,5.3333333333
33,9,19,23,80,5.7142857143
33,9,20,22,80,6.1538461538
33,9,21,21,80,6.6666666667
33,9,22,20,80,7.2727272727
33,9,23,19,80,8
33,9,24,18,80,8.8888888889
33,9,25,17,80,10
33,9,26,16,80,11.4285714286
33,9,27,15,80,13.3333333333
33,9,28,14,80,16
33,9,29,13,80,20
33,9,30,12,80,26.6666666667
33,9,31,11,80,40
33,9,32,10,80,80
34,8,2,40,80,2.5
34,8,3,39,80,2.5806451613
34,8,4,38,80,2.6666666667
34,8,5,37,80,2.7586206897
34,8,6,36,80,2.8571428571
34,8,7,35,80,2.962962963
34,8,8,34,80,3.0769230769
34,8,9,33,80,3.2
34,8,10,32,80,3.3333333333
34,8,11,31,80,3.4782608696
34,8,12,30,80,3.6363636364
34,8,13,29,80,3.8095238095
34,8,14,28,80,4
34,8,15,27,80,4.2105263158
34,8,16,26,80,4.4444444444
34,8,17,25,80,4.7058823529
34,8,18,24,80,5
34,8,19,23,80,5.3333333333
34,8,20,22,80,5.7142857143
34,8,21,21,80,6.1538461538
34,8,22,20,80,6.6666666667
34,8,23,19,80,7.2727272727
34,8,24,18,80,8
34,8,25,17,80,8.8888888889
34,8,26,16,80,10
34,8,27,15,80,11.4285714286
34,8,28,14,80,13.3333333333
34,8,29,13,80,16
34,8,30,12,80,20
34,8,31,11,80,26.6666666667
34,8,32,10,80,40
34,8,33,9,80,80
35,7,2,40,80,2.4242424242
35,7,3,39,80,2.5
35,7,4,38,80,2.5806451613
35,7,5,37,80,2.6666666667
35,7,6,36,80,2.7586206897
35,7,7,35,80,2.8571428571
35,7,8,34,80,2.962962963
35,7,9,33,80,3.0769230769
35,7,10,32,80,3.2
35,7,11,31,80,3.3333333333
35,7,12,30,80,3.4782608696
35,7,13,29,80,3.6363636364
35,7,14,28,80,3.8095238095
35,7,15,27,80,4
35,7,16,26,80,4.2105263158
35,7,17,25,80,4.4444444444
35,7,18,24,80,4.7058823529
35,7,19,23,80,5
35,7,20,22,80,5.3333333333
35,7,21,21,80,5.7142857143
35,7,22,20,80,6.1538461538
35,7,23,19,80,6.6666666667
35,7,24,18,80,7.2727272727
35,7,25,17,80,8
35,7,26,16,80,8.8888888889
35,7,27,15,80,10
35,7,28,14,80,11.4285714286
35,7,29,13,80,13.3333333333
35,7,30,12,80,16
35,7,31,11,80,20
35,7,32,10,80,26.6666666667
35,7,33,9,80,40
35,7,34,8,80,80
36,6,2,40,80,2.3529411765
36,6,3,39,80,2.4242424242
36,6,4,38,80,2.5
36,6,5,37,80,2.5806451613
36,6,6,36,80,2.6666666667
36,6,7,35,80,2.7586206897
36,6,8,34,80,2.8571428571
36,6,9,33,80,2.962962963
36,6,10,32,80,3.0769230769
36,6,11,31,80,3.2
36,6,12,30,80,3.3333333333
36,6,13,29,80,3.4782608696
36,6,14,28,80,3.6363636364
36,6,15,27,80,3.8095238095
36,6,16,26,80,4
36,6,17,25,80,4.2105263158
36,6,18,24,80,4.4444444444
36,6,19,23,80,4.7058823529
36,6,20,22,80,5
36,6,21,21,80,5.3333333333
36,6,22,20,80,5.7142857143
36,6,23,19,80,6.1538461538
36,6,24,18,80,6.6666666667
36,6,25,17,80,7.2727272727
36,6,26,16,80,8
36,6,27,15,80,8.8888888889
36,6,28,14,80,10
36,6,29,13,80,11.4285714286
36,6,30,12,80,13.3333333333
36,6,31,11,80,16
36,6,32,10,80,20
36,6,33,9,80,26.6666666667
36,6,34,8,80,40
36,6,35,7,80,80
37,5,2,40,80,2.2857142857
37,5,3,39,80,2.3529411765
37,5,4,38,80,2.4242424242
37,5,5,37,80,2.5
37,5,6,36,80,2.5806451613
37,5,7,35,80,2.6666666667
37,5,8,34,80,2.7586206897
37,5,9,33,80,2.8571428571
37,5,10,32,80,2.962962963
37,5,11,31,80,3.0769230769
37,5,12,30,80,3.2
37,5,13,29,80,3.3333333333
37,5,14,28,80,3.4782608696
37,5,15,27,80,3.6363636364
37,5,16,26,80,3.8095238095
37,5,17,25,80,4
37,5,18,24,80,4.2105263158
37,5,19,23,80,4.4444444444
37,5,20,22,80,4.7058823529
37,5,21,21,80,5
37,5,22,20,80,5.3333333333
37,5,23,19,80,5.7142857143
37,5,24,18,80,6.1538461538
37,5,25,17,80,6.6666666667
37,5,26,16,80,7.2727272727
37,5,27,15,80,8
37,5,28,14,80,8.8888888889
37,5,29,13,80,10
37,5,30,12,80,11.4285714286
37,5,31,11,80,13.3333333333
37,5,32,10,80,16
37,5,33,9,80,20
37,5,34,8,80,26.6666666667
37,5,35,7,80,40
37,5,36,6,80,80
38,4,2,40,80,2.2222222222
38,4,3,39,80,2.2857142857
38,4,4,38,80,2.3529411765
38,4,5,37,80,2.4242424242
38,4,6,36,80,2.5
38,4,7,35,80,2.5806451613
38,4,8,34,80,2.6666666667
38,4,9,33,80,2.7586206897
38,4,10,32,80,2.8571428571
38,4,11,31,80,2.962962963
38,4,12,30,80,3.0769230769
38,4,13,29,80,3.2
38,4,14,28,80,3.3333333333
38,4,15,27,80,3.4782608696
38,4,16,26,80,3.6363636364
38,4,17,25,80,3.8095238095
38,4,18,24,80,4
38,4,19,23,80,4.2105263158
38,4,20,22,80,4.4444444444
38,4,21,21,80,4.7058823529
38,4,22,20,80,5
38,4,23,19,80,5.3333333333
38,4,24,18,80,5.7142857143
38,4,25,17,80,6.1538461538
38,4,26,16,80,6.6666666667
38,4,27,15,80,7.2727272727
38,4,28,14,80,8
38,4,29,13,80,8.8888888889
38,4,30,12,80,10
38,4,31,11,80,11.4285714286
38,4,32,10,80,13.3333333333
38,4,33,9,80,16
38,4,34,8,80,20
38,4,35,7,80,26.6666666667
38,4,36,6,80,40
38,4,37,5,80,80
39,3,2,40,80,2.1621621622
39,3,3,39,80,2.2222222222
39,3,4,38,80,2.2857142857
39,3,5,37,80,2.3529411765
39,3,6,36,80,2.4242424242
39,3,7,35,80,2.5
39,3,8,34,80,2.5806451613
39,3,9,33,80,2.6666666667
39,3,10,32,80,2.7586206897
39,3,11,31,80,2.8571428571
39,3,12,30,80,2.962962963
39,3,13,29,80,3.0769230769
39,3,14,28,80,3.2
39,3,15,27,80,3.3333333333
39,3,16,26,80,3.4782608696
39,3,17,25,80,3.6363636364
39,3,18,24,80,3.8095238095
39,3,19,23,80,4
39,3,20,22,80,4.2105263158
39,3,21,21,80,4.4444444444
39,3,22,20,80,4.7058823529
39,3,23,19,80,5
39,3,24,18,80,5.3333333333
39,3,25,17,80,5.7142857143
39,3,26,16,80,6.1538461538
39,3,27,15,80,6.6666666667
39,3,28,14,80,7.2727272727
39,3,29,13,80,8
39,3,30,12,80,8.8888888889
39,3,31,11,80,10
39,3,32,10,80,11.4285714286
39,3,33,9,80,13.3333333333
39,3,34,8,80,16
39,3,35,7,80,20
39,3,36,6,80,26.6666666667
39,3,37,5,80,40
39,3,38,4,80,80
40,2,2,40,80,2.1052631579
40,2,3,39,80,2.1621621622
40,2,4,38,80,2.2222222222
40,2,5,37,80,2.2857142857
40,2,6,36,80,2.3529411765
40,2,7,35,80,2.4242424242
40,2,8,34,80,2.5
40,2,9,33,80,2.5806451613
40,2,10,32,80,2.6666666667
40,2,11,31,80,2.7586206897
40,2,12,30,80,2.8571428571
40,2,13,29,80,2.962962963
40,2,14,28,80,3.0769230769
40,2,15,27,80,3.2
40,2,16,26,80,3.3333333333
40,2,17,25,80,3.4782608696
40,2,18,24,80,3.6363636364
40,2,19,23,80,3.8095238095
40,2,20,22,80,4
40,2,21,21,80,4.2105263158
40,2,22,20,80,4.4444444444
40,2,23,19,80,4.7058823529
40,2,24,18,80,5
40,2,25,17,80,5.3333333333
40,2,26,16,80,5.7142857143
